id,acronym,name,color_hex_triplet,graph_id,graph_order,parent_structure_id,structure_id_path
4380,LAdm,"lateral nucleus, left, dorsal medial division",FF60DE,10,420,265504712.0,/4005/4006/4007/4275/4327/4378/4379/265504712/4380/
265504722,LAdl,"lateral nucleus, left, dorsal lateral division",FF60DE,10,421,265504712.0,/4005/4006/4007/4275/4327/4378/4379/265504712/265504722/
265504726,LAdl-com,"lateral nucleus, left, dorsal lateral division, comb-like part",FF60DE,10,422,265504722.0,/4005/4006/4007/4275/4327/4378/4379/265504712/265504722/265504726/
265504730,LAi,"lateral nucleus, left, intermediate division",FF60DE,10,423,4379.0,/4005/4006/4007/4275/4327/4378/4379/265504730/
265504734,LAv,"lateral nucleus, left, ventral division",FF60DE,10,424,4379.0,/4005/4006/4007/4275/4327/4378/4379/265504734/
4381,LAvl,"lateral nucleus, left, ventral lateral division",FF60DE,10,425,265504734.0,/4005/4006/4007/4275/4327/4378/4379/265504734/4381/
265504740,LAvm,"lateral nucleus, left, ventral medial division",FF60DE,10,426,265504734.0,/4005/4006/4007/4275/4327/4378/4379/265504734/265504740/
265504744,LAvglo,"lateral nucleus, left, glomerular division",FF60DE,10,427,265504734.0,/4005/4006/4007/4275/4327/4378/4379/265504734/265504744/
4382,LA,"lateral nucleus, right",FF60DE,10,428,4378.0,/4005/4006/4007/4275/4327/4378/4382/
265504748,LAd,"lateral nucleus, right, dorsal division",FF60DE,10,429,4382.0,/4005/4006/4007/4275/4327/4378/4382/265504748/
265504752,LAda,"lateral nucleus, right, dorsal anterior division",FF60DE,10,430,265504748.0,/4005/4006/4007/4275/4327/4378/4382/265504748/265504752/
4383,LAdm,"lateral nucleus, right, dorsal medial division",FF60DE,10,431,265504748.0,/4005/4006/4007/4275/4327/4378/4382/265504748/4383/
265504758,LAdl,"lateral nucleus, right, dorsal lateral division",FF60DE,10,432,265504748.0,/4005/4006/4007/4275/4327/4378/4382/265504748/265504758/
265504762,LAdl-com,"lateral nucleus, right, dorsal lateral division, comb-like part",FF60DE,10,433,265504758.0,/4005/4006/4007/4275/4327/4378/4382/265504748/265504758/265504762/
265504766,LAi,"lateral nucleus, right, intermediate division",FF60DE,10,434,4382.0,/4005/4006/4007/4275/4327/4378/4382/265504766/
265504770,LAv,"lateral nucleus, right, ventral division",FF60DE,10,435,4382.0,/4005/4006/4007/4275/4327/4378/4382/265504770/
4384,LAvl,"lateral nucleus, right, ventral lateral division",FF60DE,10,436,265504770.0,/4005/4006/4007/4275/4327/4378/4382/265504770/4384/
265504776,LAvm,"lateral nucleus, right, ventral medial division",FF60DE,10,437,265504770.0,/4005/4006/4007/4275/4327/4378/4382/265504770/265504776/
265504780,LAvglo,"lateral nucleus, right, glomerular division",FF60DE,10,438,265504770.0,/4005/4006/4007/4275/4327/4378/4382/265504770/265504780/
4385,NLOT,nucleus of the lateral olfactory tract,FF60DE,10,439,4327.0,/4005/4006/4007/4275/4327/4385/
4386,NLOT,"nucleus of the lateral olfactory tract, left",FF60DE,10,440,4385.0,/4005/4006/4007/4275/4327/4385/4386/
4387,NLOT,"nucleus of the lateral olfactory tract, right",FF60DE,10,441,4385.0,/4005/4006/4007/4275/4327/4385/4387/
4388,PLA,paralaminar nucleus,FF60DE,10,442,4327.0,/4005/4006/4007/4275/4327/4388/
4389,PLA,"paralmainar nucleus, left",FF60DE,10,443,4388.0,/4005/4006/4007/4275/4327/4388/4389/
265504784,PLAglo,"paralmainar nucleus, left, glomerular part",FF60DE,10,444,4389.0,/4005/4006/4007/4275/4327/4388/4389/265504784/
4390,PLA,"paralmainar nucleus, right",FF60DE,10,445,4388.0,/4005/4006/4007/4275/4327/4388/4390/
265504788,PLAglo,"paralmainar nucleus, right, glomerular part",FF60DE,10,446,4390.0,/4005/4006/4007/4275/4327/4388/4390/265504788/
4324,AO,anterior olfactory nucleus,CC4DB2,10,447,4275.0,/4005/4006/4007/4275/4324/
4325,AO,"anterior olfactory nucleus, left",CC4DB2,10,448,4324.0,/4005/4006/4007/4275/4324/4325/
4326,AO,"anterior olfactory nucleus, right",CC4DB2,10,449,4324.0,/4005/4006/4007/4275/4324/4326/
4300,BF,basal forebrain,D168FF,10,450,4275.0,/4005/4006/4007/4275/4300/
13002,SptN,septal nuclei,D168FF,10,451,4300.0,/4005/4006/4007/4275/4300/13002/
4301,SptN,"septal nuclei, left",D168FF,10,452,13002.0,/4005/4006/4007/4275/4300/13002/4301/
4302,MS,"medial septal nucleus, left",D168FF,10,453,4301.0,/4005/4006/4007/4275/4300/13002/4301/4302/
4303,LS,"lateral septal nucleus, left",D168FF,10,454,4301.0,/4005/4006/4007/4275/4300/13002/4301/4303/
4304,SptN,"septal nuclei, right",D168FF,10,455,13002.0,/4005/4006/4007/4275/4300/13002/4304/
4305,MS,"medial septal nucleus, right",D168FF,10,456,4304.0,/4005/4006/4007/4275/4300/13002/4304/4305/
4306,LS,"lateral septal nucleus, right",D168FF,10,457,4304.0,/4005/4006/4007/4275/4300/13002/4304/4306/
13003,SI,substantia innominata,D168FF,10,458,4300.0,/4005/4006/4007/4275/4300/13003/
4307,SI,"substantia innominata, left",D168FF,10,459,13003.0,/4005/4006/4007/4275/4300/13003/4307/
4308,nbM,"basal nucleus of meynert, left",D168FF,10,460,4307.0,/4005/4006/4007/4275/4300/13003/4307/4308/
4309,DB,"nucleus of the diagonal band, left",D168FF,10,461,4307.0,/4005/4006/4007/4275/4300/13003/4307/4309/
4310,DBv,"nucleus of the diagonal band, left, horizontal division",D168FF,10,462,4309.0,/4005/4006/4007/4275/4300/13003/4307/4309/4310/
4311,DBh,"nucleus of the diagonal band, left, vertical division",D168FF,10,463,4309.0,/4005/4006/4007/4275/4300/13003/4307/4309/4311/
4312,Nac,"nucleus of the anterior commissure, left",D168FF,10,464,4307.0,/4005/4006/4007/4275/4300/13003/4307/4312/
4313,BST,"bed  nucleus of stria terminalis, left",D168FF,10,465,4307.0,/4005/4006/4007/4275/4300/13003/4307/4313/
10145,OlfT,"olfactory tubercle, left",D168FF,10,466,4307.0,/4005/4006/4007/4275/4300/13003/4307/10145/
265504792,IslC,"islands of calleja, left",D168FF,10,467,10145.0,/4005/4006/4007/4275/4300/13003/4307/10145/265504792/
4314,SI,"substantia innominata, right",D168FF,10,468,13003.0,/4005/4006/4007/4275/4300/13003/4314/
4315,nbM,"basal nucleus of meynert, right",D168FF,10,469,4314.0,/4005/4006/4007/4275/4300/13003/4314/4315/
4316,DB,"nucleus of the diagonal band, right ",D168FF,10,470,4314.0,/4005/4006/4007/4275/4300/13003/4314/4316/
4317,DBv,"nucleus of the diagonal band, right, horizontal division",D168FF,10,471,4316.0,/4005/4006/4007/4275/4300/13003/4314/4316/4317/
4318,DBh,"nucleus of the diagonal band, right, vertical division",D168FF,10,472,4316.0,/4005/4006/4007/4275/4300/13003/4314/4316/4318/
4319,Nac,"nucleus of the anterior commissure, right",D168FF,10,473,4314.0,/4005/4006/4007/4275/4300/13003/4314/4319/
4320,BST,"bed  nucleus of stria terminalis, right",D168FF,10,474,4314.0,/4005/4006/4007/4275/4300/13003/4314/4320/
10146,OlfT,"olfactory tubercle, right",D168FF,10,475,4314.0,/4005/4006/4007/4275/4300/13003/4314/10146/
265504796,IslC,"islands of calleja, right",D168FF,10,476,10146.0,/4005/4006/4007/4275/4300/13003/4314/10146/265504796/
4276,BG,basal ganglia,9257F3,10,477,4275.0,/4005/4006/4007/4275/4276/
4293,GP,globus pallidus,9C53E8,10,478,4276.0,/4005/4006/4007/4275/4276/4293/
12897,GPe,"globus pallidus, external segment",9C53E8,10,479,4293.0,/4005/4006/4007/4275/4276/4293/12897/
4295,GPe,"globus pallidus, external segment, left",9C53E8,10,480,12897.0,/4005/4006/4007/4275/4276/4293/12897/4295/
4298,GPe,"globus pallidus, external segment, right",9C53E8,10,481,12897.0,/4005/4006/4007/4275/4276/4293/12897/4298/
12898,GPi,"globus pallidus, internal segment",9C53E8,10,482,4293.0,/4005/4006/4007/4275/4276/4293/12898/
4296,GPi,"globus pallidus, internal segment, left",9C53E8,10,483,12898.0,/4005/4006/4007/4275/4276/4293/12898/4296/
4299,GPi,"globus pallidus, internal segment, right",9C53E8,10,484,12898.0,/4005/4006/4007/4275/4276/4293/12898/4299/
4277,Str,striatum,895BFF,10,485,4276.0,/4005/4006/4007/4275/4276/4277/
4278,Cd,caudate nucleus,895BFF,10,486,4277.0,/4005/4006/4007/4275/4276/4277/4278/
12899,BCd,body of the caudate nucleus,895BFF,10,487,4278.0,/4005/4006/4007/4275/4276/4277/4278/12899/
4282,BCd,"body of caudate nucleus, left",895BFF,10,488,12899.0,/4005/4006/4007/4275/4276/4277/4278/12899/4282/
4286,BCd,"body of caudate nucleus, right",895BFF,10,489,12899.0,/4005/4006/4007/4275/4276/4277/4278/12899/4286/
12900,HCd,head of the caudate nucleus,895BFF,10,490,4278.0,/4005/4006/4007/4275/4276/4277/4278/12900/
4280,HCd,"head of caudate nucleus, left",895BFF,10,491,12900.0,/4005/4006/4007/4275/4276/4277/4278/12900/4280/
4284,HCd,"head of caudate nucleus, right",895BFF,10,492,12900.0,/4005/4006/4007/4275/4276/4277/4278/12900/4284/
12901,TCd,tail of the caudate nucleus,895BFF,10,493,4278.0,/4005/4006/4007/4275/4276/4277/4278/12901/
4281,TCd,"tail of caudate nucleus, left",895BFF,10,494,12901.0,/4005/4006/4007/4275/4276/4277/4278/12901/4281/
4285,TCd,"tail of caudate nucleus, right",895BFF,10,495,12901.0,/4005/4006/4007/4275/4276/4277/4278/12901/4285/
4290,Acb,nucleus accumbens,895BFF,10,496,4277.0,/4005/4006/4007/4275/4276/4277/4290/
4291,Acb,"nucleus accumbens, left",895BFF,10,497,4290.0,/4005/4006/4007/4275/4276/4277/4290/4291/
4292,Acb,"nucleus accumbens, right",895BFF,10,498,4290.0,/4005/4006/4007/4275/4276/4277/4290/4292/
4287,Pu,putamen,895BFF,10,499,4277.0,/4005/4006/4007/4275/4276/4277/4287/
4288,Pu,"putamen, left",895BFF,10,500,4287.0,/4005/4006/4007/4275/4276/4277/4287/4288/
4289,Pu,"putamen, right",895BFF,10,501,4287.0,/4005/4006/4007/4275/4276/4277/4287/4289/
4321,Cl,claustrum,C0A7FF,10,502,4275.0,/4005/4006/4007/4275/4321/
4322,Cl,"claustrum, left",C0A7FF,10,503,4321.0,/4005/4006/4007/4275/4321/4322/
4323,Cl,"claustrum, right",C0A7FF,10,504,4321.0,/4005/4006/4007/4275/4321/4323/
4391,DiE,diencephalon,94F66E,10,505,4006.0,/4005/4006/4391/
4520,ET,epithalamus,7AE872,10,506,4391.0,/4005/4006/4391/4520/
4521,Hb,habenular nuclei,85E872,10,507,4520.0,/4005/4006/4391/4520/4521/
4522,Hb,"habenular nuclei, left",85E872,10,508,4521.0,/4005/4006/4391/4520/4521/4522/
4524,Hl,"lateral habenular nucleus, left",85E872,10,509,4522.0,/4005/4006/4391/4520/4521/4522/4524/
4525,Hlm,"lateral habenular nucleus, left, magnocellular division",85E872,10,510,4524.0,/4005/4006/4391/4520/4521/4522/4524/4525/
4526,Hlp,"lateral habenular nucleus, left, parvocellular division",85E872,10,511,4524.0,/4005/4006/4391/4520/4521/4522/4524/4526/
4523,Hm,"medial habenular nucleus, left",85E872,10,512,4522.0,/4005/4006/4391/4520/4521/4522/4523/
4527,Hb,"habenular nuclei, right",85E872,10,513,4521.0,/4005/4006/4391/4520/4521/4527/
4529,Hl,"lateral habenular nucleus, right",85E872,10,514,4527.0,/4005/4006/4391/4520/4521/4527/4529/
4530,Hlm,"lateral habenular nucleus, right, magnocellular division",85E872,10,515,4529.0,/4005/4006/4391/4520/4521/4527/4529/4530/
4531,Hlp,"lateral habenular nucleus, right, parvocellular division",85E872,10,516,4529.0,/4005/4006/4391/4520/4521/4527/4529/4531/
4528,Hm,"medial habenular nucleus, right",85E872,10,517,4527.0,/4005/4006/4391/4520/4521/4527/4528/
4533,Pa,paraventricular nuclei of thalamus,7AE872,10,518,4520.0,/4005/4006/4391/4520/4533/
4534,Pa,"paraventricular nuclei, left of thalamus, left",7AE872,10,519,4533.0,/4005/4006/4391/4520/4533/4534/
4535,PARA,"anterior paraventricular nucleus of thalamus, left",7AE872,10,520,4534.0,/4005/4006/4391/4520/4533/4534/4535/
4536,PARP,"posterior paraventricular nucleus of thalamus, left",7AE872,10,521,4534.0,/4005/4006/4391/4520/4533/4534/4536/
4537,Pa,"paraventricular nuclei, right of thalamus, right",7AE872,10,522,4533.0,/4005/4006/4391/4520/4533/4537/
4538,PARA,"anterior paraventricular nucleus of thalamus, right",7AE872,10,523,4537.0,/4005/4006/4391/4520/4533/4537/4538/
4539,PARP,"posterior paraventricular nucleus of thalamus, right",7AE872,10,524,4537.0,/4005/4006/4391/4520/4533/4537/4539/
4532,PIN,pineal gland,72E875,10,525,4520.0,/4005/4006/4391/4520/4532/
4540,Hy,hypothalamus,7FFF90,10,526,4391.0,/4005/4006/4391/4540/
4570,AHR,anterior hypothalamic region,7FFF84,10,527,4540.0,/4005/4006/4391/4540/4570/
12902,AHA,anterior hypothalamic area,7FFF84,10,528,4570.0,/4005/4006/4391/4540/4570/12902/
4598,AHA,"anterior hypothalamic area, left",7FFF84,10,529,12902.0,/4005/4006/4391/4540/4570/12902/4598/
4599,AHAA,"anterior hypothalamic area, left, anterior part",7FFF84,10,530,4598.0,/4005/4006/4391/4540/4570/12902/4598/4599/
4600,AHC,"anterior hypothalamic area, left, central part",7FFF84,10,531,4598.0,/4005/4006/4391/4540/4570/12902/4598/4600/
4629,AHA,"anterior hypothalamic area, right",7FFF84,10,532,12902.0,/4005/4006/4391/4540/4570/12902/4629/
4630,AHAA,"anterior hypothalamic area, right, anterior part",7FFF84,10,533,4629.0,/4005/4006/4391/4540/4570/12902/4629/4630/
4631,AHC,"anterior hypothalamic area, right, central part",7FFF84,10,534,4629.0,/4005/4006/4391/4540/4570/12902/4629/4631/
12903,AHN,anterior hypothalamic nucleus,7FFF84,10,535,4570.0,/4005/4006/4391/4540/4570/12903/
4601,AHN,"anterior hypothalamic nucleus, left",7FFF84,10,536,12903.0,/4005/4006/4391/4540/4570/12903/4601/
4632,AHN,"anterior hypothalamic nucleus, right",7FFF84,10,537,12903.0,/4005/4006/4391/4540/4570/12903/4632/
12904,LHA,"lateral hypothalamic area, anterior region",7FFF84,10,538,4570.0,/4005/4006/4391/4540/4570/12904/
4596,LHA,"lateral hypothalamic area, anterior region, left",7FFF84,10,539,12904.0,/4005/4006/4391/4540/4570/12904/4596/
4627,LHA,"lateral hypothalamic area, anterior region, right",7FFF84,10,540,12904.0,/4005/4006/4391/4540/4570/12904/4627/
12905,PVH,paraventricular nucleus of the hypothalamus,7FFF84,10,541,4570.0,/4005/4006/4391/4540/4570/12905/
4573,PVH,"paraventricular nucleus of the hypothalamus, left",7FFF84,10,542,12905.0,/4005/4006/4391/4540/4570/12905/4573/
4574,SPZ,"subparaventricular zone, left",7FFF84,10,543,4573.0,/4005/4006/4391/4540/4570/12905/4573/4574/
4575,PVHd,"paraventricular nucleus of the hypothalamus, left, descending division",7FFF84,10,544,4573.0,/4005/4006/4391/4540/4570/12905/4573/4575/
4577,PVHdp,"paraventricular nucleus of the hypothalamus, left, descending division, dorsal parvicellular part",7FFF84,10,545,4575.0,/4005/4006/4391/4540/4570/12905/4573/4575/4577/
4579,PVHf,"paraventricular nucleus of the hypothalamus, left, descending division, forniceal part",7FFF84,10,546,4575.0,/4005/4006/4391/4540/4570/12905/4573/4575/4579/
4578,PVHlp,"paraventricular nucleus of the hypothalamus, left, descending division, lateral parvicellular part",7FFF84,10,547,4575.0,/4005/4006/4391/4540/4570/12905/4573/4575/4578/
4576,PVHmpv,"paraventricular nucleus of the hypothalamus, left, descending division, medial parvicellular part, ventral zone",7FFF84,10,548,4575.0,/4005/4006/4391/4540/4570/12905/4573/4575/4576/
4580,PVHm,"paraventricular nucleus of the hypothalamus, left, magnocellular division",7FFF84,10,549,4573.0,/4005/4006/4391/4540/4570/12905/4573/4580/
4581,PVHam,"paraventricular nucleus of the hypothalamus, left, magnocellular division, anterior magnocellular part",7FFF84,10,550,4580.0,/4005/4006/4391/4540/4570/12905/4573/4580/4581/
4582,PVHmm,"paraventricular nucleus of the hypothalamus, left, magnocellular division, medial magnocellular part",7FFF84,10,551,4580.0,/4005/4006/4391/4540/4570/12905/4573/4580/4582/
4583,PVHpm,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part",7FFF84,10,552,4580.0,/4005/4006/4391/4540/4570/12905/4573/4580/4583/
4585,PVHpml,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part, lateral zone",7FFF84,10,553,4583.0,/4005/4006/4391/4540/4570/12905/4573/4580/4583/4585/
4584,PVHpmm,"paraventricular nucleus of the hypothalamus, left, magnocellular division, posterior magnocellular part, medial zone",7FFF84,10,554,4583.0,/4005/4006/4391/4540/4570/12905/4573/4580/4583/4584/
4586,PVHp,"paraventricular nucleus of the hypothalamus, left, parvicellular division",7FFF84,10,555,4573.0,/4005/4006/4391/4540/4570/12905/4573/4586/
4587,PVHap,"paraventricular nucleus of the hypothalamus, left, parvicellular division, anterior parvicellular part",7FFF84,10,556,4586.0,/4005/4006/4391/4540/4570/12905/4573/4586/4587/
4588,PVHmpd,"paraventricular nucleus of the hypothalamus, left, parvicellular division, medial parvicellular part, dorsal zone",7FFF84,10,557,4586.0,/4005/4006/4391/4540/4570/12905/4573/4586/4588/
4589,PVHpv,"paraventricular nucleus of the hypothalamus, left, parvicellular division, periventricular part",7FFF84,10,558,4586.0,/4005/4006/4391/4540/4570/12905/4573/4586/4589/
4604,PVH,"paraventricular nucleus of the hypothalamus, right",7FFF84,10,559,12905.0,/4005/4006/4391/4540/4570/12905/4604/
4605,SPZ,"subparaventricular zone, right",7FFF84,10,560,4604.0,/4005/4006/4391/4540/4570/12905/4604/4605/
4606,PVHd,"paraventricular nucleus of the hypothalamus, right, descending division",7FFF84,10,561,4604.0,/4005/4006/4391/4540/4570/12905/4604/4606/
4608,PVHdp,"paraventricular nucleus of the hypothalamus, right, descending division, dorsal parvicellular part",7FFF84,10,562,4606.0,/4005/4006/4391/4540/4570/12905/4604/4606/4608/
4610,PVHf,"paraventricular nucleus of the hypothalamus, right, descending division, forniceal part",7FFF84,10,563,4606.0,/4005/4006/4391/4540/4570/12905/4604/4606/4610/
4609,PVHlp,"paraventricular nucleus of the hypothalamus, right, descending division, lateral parvicellular part",7FFF84,10,564,4606.0,/4005/4006/4391/4540/4570/12905/4604/4606/4609/
4607,PVHmpv,"paraventricular nucleus of the hypothalamus, right, descending division, medial parvicellular part, ventral zone",7FFF84,10,565,4606.0,/4005/4006/4391/4540/4570/12905/4604/4606/4607/
4611,PVHm,"paraventricular nucleus of the hypothalamus, right, magnocellular division",7FFF84,10,566,4604.0,/4005/4006/4391/4540/4570/12905/4604/4611/
4612,PVHam,"paraventricular nucleus of the hypothalamus, right, magnocellular division, anterior magnocellular part",7FFF84,10,567,4611.0,/4005/4006/4391/4540/4570/12905/4604/4611/4612/
4613,PVHmm,"paraventricular nucleus of the hypothalamus, right, magnocellular division, medial magnocellular part",7FFF84,10,568,4611.0,/4005/4006/4391/4540/4570/12905/4604/4611/4613/
4614,PVHpm,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part",7FFF84,10,569,4611.0,/4005/4006/4391/4540/4570/12905/4604/4611/4614/
4616,PVHpml,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part, lateral zone",7FFF84,10,570,4614.0,/4005/4006/4391/4540/4570/12905/4604/4611/4614/4616/
4615,PVHpmm,"paraventricular nucleus of the hypothalamus, right, magnocellular division, posterior magnocellular part, medial zone",7FFF84,10,571,4614.0,/4005/4006/4391/4540/4570/12905/4604/4611/4614/4615/
4617,PVHp,"paraventricular nucleus of the hypothalamus, right, parvicellular division",7FFF84,10,572,4604.0,/4005/4006/4391/4540/4570/12905/4604/4617/
4618,PVHap,"paraventricular nucleus of the hypothalamus, right, parvicellular division, anterior parvicellular part",7FFF84,10,573,4617.0,/4005/4006/4391/4540/4570/12905/4604/4617/4618/
4619,PVHmpd,"paraventricular nucleus of the hypothalamus, right, parvicellular division, medial parvicellular part, dorsal zone",7FFF84,10,574,4617.0,/4005/4006/4391/4540/4570/12905/4604/4617/4619/
4620,PVHpv,"paraventricular nucleus of the hypothalamus, right, parvicellular division, periventricular part",7FFF84,10,575,4617.0,/4005/4006/4391/4540/4570/12905/4604/4617/4620/
12906,PVa,"periventricular nucleus of the hypothalamus, anterior part",7FFF84,10,576,4570.0,/4005/4006/4391/4540/4570/12906/
4572,PVa,"periventricular nucleus of the hypohalamus, anterior part, left",7FFF84,10,577,12906.0,/4005/4006/4391/4540/4570/12906/4572/
4603,PVa,"periventricular nucleus of the hypohalamus, anterior part, right",7FFF84,10,578,12906.0,/4005/4006/4391/4540/4570/12906/4603/
12907,SO,supraoptic nucleus,7FFF84,10,579,4570.0,/4005/4006/4391/4540/4570/12907/
4593,SO,"supraoptic nucleus, left",7FFF84,10,580,12907.0,/4005/4006/4391/4540/4570/12907/4593/
4594,SODL,"supraoptic nucleus, left, dorsolateral part",7FFF84,10,581,4593.0,/4005/4006/4391/4540/4570/12907/4593/4594/
4595,SOVM,"supraoptic nucleus, left, ventromedial part",7FFF84,10,582,4593.0,/4005/4006/4391/4540/4570/12907/4593/4595/
4624,SO,"supraoptic nucleus, right",7FFF84,10,583,12907.0,/4005/4006/4391/4540/4570/12907/4624/
4625,SODL,"supraoptic nucleus, right, dorsolateral part",7FFF84,10,584,4624.0,/4005/4006/4391/4540/4570/12907/4624/4625/
4626,SOVM,"supraoptic nucleus, right, ventromedial part",7FFF84,10,585,4624.0,/4005/4006/4391/4540/4570/12907/4624/4626/
12908,SCN,suprachiasmatic nucleus,7FFF84,10,586,4570.0,/4005/4006/4391/4540/4570/12908/
4590,SCN,"suprachiasmatic nucleus, left",7FFF84,10,587,12908.0,/4005/4006/4391/4540/4570/12908/4590/
4591,SCNd,"suprachiasmatic nucleus, left, dorsomedial part",7FFF84,10,588,4590.0,/4005/4006/4391/4540/4570/12908/4590/4591/
4592,SCNv,"suprachiasmatic nucleus, left, ventrolateral part",7FFF84,10,589,4590.0,/4005/4006/4391/4540/4570/12908/4590/4592/
4621,SCN,"suprachiasmatic nucleus, right",7FFF84,10,590,12908.0,/4005/4006/4391/4540/4570/12908/4621/
4622,SCNd,"suprachiasmatic nucleus, right, dorsomedial part",7FFF84,10,591,4621.0,/4005/4006/4391/4540/4570/12908/4621/4622/
4623,SCNv,"suprachiasmatic nucleus, right, ventrolateral part",7FFF84,10,592,4621.0,/4005/4006/4391/4540/4570/12908/4621/4623/
4665,MamR,mammillary region,7FFF89,10,593,4540.0,/4005/4006/4391/4540/4665/
13004,LHM,"lateral hypothalamic area, mammillary region",7FFF89,10,594,4665.0,/4005/4006/4391/4540/4665/13004/
13005,LHM,"lateral hypothalamic area, mammillary region, left",7FFF89,10,595,13004.0,/4005/4006/4391/4540/4665/13004/13005/
4597,PalHy,"pallidohypothalamic nucleus, left",7FFF89,10,596,13005.0,/4005/4006/4391/4540/4665/13004/13005/4597/
13006,LHM,"lateral hypothalamic area, mammillary region, right",7FFF89,10,597,13004.0,/4005/4006/4391/4540/4665/13004/13006/
4628,PalHy,"pallidohypothalamic nucleus, right",7FFF89,10,598,13006.0,/4005/4006/4391/4540/4665/13004/13006/4628/
12909,MB,mammillary body,7FFF89,10,599,4665.0,/4005/4006/4391/4540/4665/12909/
4671,MB,"mammillary body, left",7FFF89,10,600,12909.0,/4005/4006/4391/4540/4665/12909/4671/
4675,LM,"lateral mammillary nucleus, left",7FFF89,10,601,4671.0,/4005/4006/4391/4540/4665/12909/4671/4675/
4672,MM,"medial mammillary nucleus, left",7FFF89,10,602,4671.0,/4005/4006/4391/4540/4665/12909/4671/4672/
4673,MMl,"medial mammillary nucleus, left, lateral part",7FFF89,10,603,4672.0,/4005/4006/4391/4540/4665/12909/4671/4672/4673/
4674,MMm,"medial mammillary nucleus, left, medial part",7FFF89,10,604,4672.0,/4005/4006/4391/4540/4665/12909/4671/4672/4674/
265504804,MMb,"medial mammillary nucleus, left, basal division",7FFF89,10,605,4672.0,/4005/4006/4391/4540/4665/12909/4671/4672/265504804/
4676,PMm,"premammillary nucleus, left",7FFF89,10,606,4671.0,/4005/4006/4391/4540/4665/12909/4671/4676/
4677,PMD,"premammillary nucleus, left, dorsal part",7FFF89,10,607,4676.0,/4005/4006/4391/4540/4665/12909/4671/4676/4677/
4678,PMV,"premammillary nucleus, left, ventral part",7FFF89,10,608,4676.0,/4005/4006/4391/4540/4665/12909/4671/4676/4678/
4685,MB,"mammillary body, right",7FFF89,10,609,12909.0,/4005/4006/4391/4540/4665/12909/4685/
4689,LM,"lateral mammillary nucleus, right",7FFF89,10,610,4685.0,/4005/4006/4391/4540/4665/12909/4685/4689/
4686,MM,"medial mammillary nucleus, right",7FFF89,10,611,4685.0,/4005/4006/4391/4540/4665/12909/4685/4686/
4687,MMl,"medial mammillary nucleus, right, lateral part",7FFF89,10,612,4686.0,/4005/4006/4391/4540/4665/12909/4685/4686/4687/
4688,MMm,"medial mammillary nucleus, right, medial part",7FFF89,10,613,4686.0,/4005/4006/4391/4540/4665/12909/4685/4686/4688/
265504808,MMb,"medial mammillary nucleus, right, basal division",7FFF89,10,614,4686.0,/4005/4006/4391/4540/4665/12909/4685/4686/265504808/
4690,PMm,"premammillary nucleus, right",7FFF89,10,615,4685.0,/4005/4006/4391/4540/4665/12909/4685/4690/
4691,PMD,"premammillary nucleus, right, dorsal part",7FFF89,10,616,4690.0,/4005/4006/4391/4540/4665/12909/4685/4690/4691/
4692,PMV,"premammillary nucleus, right, ventral part",7FFF89,10,617,4690.0,/4005/4006/4391/4540/4665/12909/4685/4690/4692/
12910,PHA,posterior hypothalamic area,7FFF89,10,618,4665.0,/4005/4006/4391/4540/4665/12910/
4679,PHA,"posterior hypothalamic area, left",7FFF89,10,619,12910.0,/4005/4006/4391/4540/4665/12910/4679/
4693,PHA,"posterior hypothalamic area, right",7FFF89,10,620,12910.0,/4005/4006/4391/4540/4665/12910/4693/
12911,SuM,supramammillary nucleus,7FFF89,10,621,4665.0,/4005/4006/4391/4540/4665/12911/
4669,SuM,"supramammillary nucleus, left",7FFF89,10,622,12911.0,/4005/4006/4391/4540/4665/12911/4669/
4670,SuMM,"supramammillary nucleus, left, medial part",7FFF89,10,623,4669.0,/4005/4006/4391/4540/4665/12911/4669/4670/
4683,SuM,"supramammillary nucleus, right",7FFF89,10,624,12911.0,/4005/4006/4391/4540/4665/12911/4683/
4684,SuMM,"supramammillary nucleus, right, medial part",7FFF89,10,625,4683.0,/4005/4006/4391/4540/4665/12911/4683/4684/
12912,TM,tuberomammillary nucleus,7FFF89,10,626,4665.0,/4005/4006/4391/4540/4665/12912/
4667,TM,"tuberomammillary nucleus, left",7FFF89,10,627,12912.0,/4005/4006/4391/4540/4665/12912/4667/
4668,TMp,"tuberomammillary nucleus, left, principle part",7FFF89,10,628,4667.0,/4005/4006/4391/4540/4665/12912/4667/4668/
4681,TM,"tuberomammillary nucleus, right",7FFF89,10,629,12912.0,/4005/4006/4391/4540/4665/12912/4681/
4682,TMp,"tuberomammillary nucleus, right, principle part",7FFF89,10,630,4681.0,/4005/4006/4391/4540/4665/12912/4681/4682/
4541,PrOR,preoptic region,7FFF8F,10,631,4540.0,/4005/4006/4391/4540/4541/
4542,PrOR,"preoptic region, left",7FFF8F,10,632,4541.0,/4005/4006/4391/4540/4541/4542/
4553,IMH,"intermediate hypothalamic nuclei, left",7FFF8F,10,633,4542.0,/4005/4006/4391/4540/4541/4542/4553/
